plot,typeKey,typeShort,typeCode,typeFull,deed,houseNo,area,areaAdd,priceStart,priceDiff,priceNet,apprSCB,status,note
แปลง,ไทป์,ชื่อไทป์,รหัสไทป์,ไทป์เต็ม,เลขโฉนด,บ้านเลขที่,เนื้อที่(ตร.ว.),เนื้อที่เพิ่ม,ราคาตั้งต้น,ราคาส่วนเพิ่ม,ราคาขายสุทธิ,ราคาประเมินSCB,สถานะการขาย,หมายเหตุ
351,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247405,89/351,47.7,27.700000000000003,2200000,931000.0000000001,3131000,3724450,ว่าง,
352,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247406,89/352,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
353,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247407,89/353,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
354,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247408,89/354,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
355,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247409,89/355,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
356,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247410,89/356,56.3,36.3,2200000,1189000,3389000,3969550,ว่าง,
357,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247411,89/357,56,36,2200000,1180000,3380000,3961000,ว่าง,
358,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247412,89/358,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
359,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247413,89/359,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
360,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247414,89/360,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
361,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247415,89/361,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
362,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247416,89/362,48.9,28.9,2200000,967000,3167000,3758650,ว่าง,
363,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247417,89/363,49.6,29.6,2200000,988000,3188000,3778600,ว่าง,
364,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247418,89/364,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
365,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247419,89/365,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
366,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247420,89/366,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
367,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247421,89/367,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
368,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247422,89/368,48.1,28.1,2200000,943000,3143000,3735850,ว่าง,
369,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247423,89/369,36.9,16.9,2200000,607000,2807000,3416650,ว่าง,
370,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247424,89/370,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
371,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247425,89/371,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
372,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247426,89/372,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
373,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247427,89/373,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
374,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247428,89/374,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
375,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247429,89/375,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
376,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247430,89/376,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
377,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247431,89/377,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
378,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247432,89/378,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
379,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247433,89/379,34.6,14.600000000000001,2200000,538000,2738000,3351100,ว่าง,
380,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247434,89/380,35.5,15.5,2200000,565000,2765000,3376750,ว่าง,
381,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247435,89/381,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
382,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247436,89/382,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
383,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247437,89/383,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
384,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247438,89/384,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
385,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247439,89/385,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
386,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247440,89/386,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
